target_file,mos_pred,noi_pred,dis_pred,col_pred,loud_pred,model
audio/com3_plc_3g-goodloss0_04-10-2025_010526/speaker_251004_010548.wav,4.0259647,4.2306705,3.8175576,4.002255,4.1894064,NISQAv2
audio/com3_plc_3g-goodloss12_04-10-2025_005729/speaker_251004_005749.wav,2.7766955,3.849011,2.4777653,2.7360528,3.3120842,NISQAv2
audio/com3_plc_3g-goodloss15_04-10-2025_005444/speaker_251004_005505.wav,2.771178,3.8147385,2.9178054,2.4034574,3.3896775,NISQAv2
audio/com3_plc_3g-goodloss18_04-10-2025_005255/speaker_251004_005317.wav,2.383329,3.680039,2.903793,2.1402578,3.2908065,NISQAv2
audio/com3_plc_3g-goodloss21_04-10-2025_005110/speaker_251004_005133.wav,2.302932,3.6600199,2.6335332,2.158257,3.2447364,NISQAv2
audio/com3_plc_3g-goodloss23_04-10-2025_004926/speaker_251004_004949.wav,2.2069013,3.6443467,2.5642955,2.2525403,3.187354,NISQAv2
audio/com3_plc_3g-goodloss25_04-10-2025_004639/speaker_251004_004703.wav,2.2965033,3.5939422,2.7197835,2.0353155,3.1474767,NISQAv2
audio/com3_plc_3g-goodloss27_04-10-2025_004456/speaker_251004_004517.wav,2.3654017,3.6295269,3.1040065,2.05382,3.2243533,NISQAv2
audio/com3_plc_3g-goodloss30_04-10-2025_004313/speaker_251004_004335.wav,1.8344913,3.5599382,2.420987,2.1752288,3.1754596,NISQAv2
audio/com3_plc_3g-goodloss33_04-10-2025_003925/speaker_251004_003947.wav,1.8399334,3.532757,2.2471325,2.1887865,3.0995874,NISQAv2
audio/com3_plc_3g-goodloss35_04-10-2025_003743/speaker_251004_003803.wav,1.3176751,3.4032905,1.6186106,1.8161727,2.8794,NISQAv2
audio/com3_plc_3g-goodloss37_04-10-2025_003603/speaker_251004_003621.wav,1.4982537,3.4628975,2.0490932,1.8354375,3.094628,NISQAv2
audio/com3_plc_3g-goodloss3_04-10-2025_010340/speaker_251004_010401.wav,4.0172434,4.169367,3.8558476,3.9205735,4.0933337,NISQAv2
audio/com3_plc_3g-goodloss40_04-10-2025_003418/speaker_251004_003439.wav,1.3526837,3.4752777,1.6413679,1.8082955,3.0038507,NISQAv2
audio/com3_plc_3g-goodloss6_04-10-2025_010155/speaker_251004_010216.wav,3.3033447,4.0476975,2.7609823,3.6590357,4.017663,NISQAv2
audio/com3_plc_3g-goodloss9_04-10-2025_010013/speaker_251004_010033.wav,3.0999665,3.9539473,3.2231085,2.7010016,3.4857466,NISQAv2
audio/com3_plc_4g-goodloss0_04-10-2025_014343/speaker_251004_014408.wav,4.341013,4.322514,3.991484,4.247525,4.423423,NISQAv2
audio/com3_plc_4g-goodloss12_04-10-2025_013348/speaker_251004_013409.wav,3.4955633,4.0888963,3.2619593,3.491058,3.842995,NISQAv2
audio/com3_plc_4g-goodloss15_04-10-2025_013104/speaker_251004_013123.wav,2.4756138,3.7537243,2.919698,2.2260907,3.3092797,NISQAv2
